0, 0. 299. 156. 227. 17.;
1, 1. 299. 156. 227. 17.;
2, 0. 355. 164. 224. 16.;
3, 0. 423. 227. 178. 17.;
4, 0. 450. 252. 178. 17.;
5, 1. 480. 254. 178. 17.;
6, 1. 471. 225. 195. 970.;
7, 0. 471. 225. 204. 969.;
8, 0. 471. 225. 215. 969.;
9, 0. 318. 181. 225. 969.;
10, 0. 318. 181. 238. 969.;
11, 0. 318. 181. 237. 969.;
12, 0. 318. 181. 229. 969.;
13, 0. 264. 212. 231. 969.;
14, 0. 303. 122. 233. 968.;
15, 0. 496. 177. 241. 968.;
16, 0. 405. 121. 249. 968.;
17, 0. 564. 254. 266. 968.;
18, 0. 637. 325. 265. 969.;
19, 0. 654. 340. 242. 968.;
20, 0. 544. 297. 218. 969.;
21, 0. 604. 297. 192. 968.;
22, 1. 606. 295. 179. 968.;
23, 0. 606. 295. 179. 968.;
24, 0. 606. 295. 189. 968.;
25, 0. 333. 192. 189. 969.;
26, 0. 304. 161. 175. 969.;
27, 0. 300. 125. 142. 969.;
28, 0. 388. 166. 141. 968.;
29, 0. 506. 226. 125. 968.;
30, 0. 510. 251. 109. 968.;
31, 0. 400. 208. 104. 968.;
32, 0. 401. 215. 96. 968.;
33, 0. 711. 415. 90. 968.;
34, 0. 818. 476. 84. 968.;
35, 0. 818. 476. 81. 915.;
36, 0. 715. 413. 72. 779.;
37, 0. 736. 388. 65. 656.;
38, 0. 787. 408. 60. 613.;
39, 0. 631. 365. 59. 535.;
40, 0. 526. 327. 60. 492.;
41, 0. 526. 327. 65. 451.;
42, 0. 526. 327. 64. 408.;
43, 0. 526. 327. 60. 375.;
44, 1. 526. 327. 55. 334.;
45, 1. 526. 327. 48. 308.;
46, 0. 526. 327. 46. 285.;
47, 0. 345. 211. 44. 259.;
48, 0. 459. 264. 38. 240.;
49, 0. 459. 264. 34. 223.;
50, 0. 459. 264. 32. 208.;
51, 0. 604. 323. 31. 192.;
52, 0. 604. 323. 28. 177.;
53, 0. 604. 323. 24. 167.;
54, 0. 461. 193. 21. 158.;
55, 0. 478. 194. 17. 149.;
56, 0. 489. 185. 16. 142.;
57, 0. 489. 185. 13. 136.;
58, 0. 489. 185. 11. 130.;
59, 0. 442. 143. 8. 124.;
60, 0. 442. 143. 6. 118.;
61, 0. 394. 106. 7. 114.;
62, 0. 394. 106. 6. 108.;
63, 0. 394. 106. 6. 108.;
64, 0. 394. 106. 7. 104.;
65, 0. 394. 106. 8. 101.;
66, 0. 394. 106. 8. 98.;
67, 0. 394. 106. 6. 93.;
68, 0. 394. 106. 6. 93.;
69, 0. 496. 219. 7. 90.;
70, 0. 729. 349. 7. 89.;
71, 0. 773. 359. 10. 85.;
72, 0. 811. 362. 26. 82.;
73, 0. 704. 302. 112. 80.;
74, 0. 541. 229. 185. 79.;
75, 0. 668. 297. 213. 78.;
76, 0. 824. 399. 225. 76.;
77, 0. 881. 454. 218. 75.;
78, 0. 777. 383. 200. 75.;
79, 0. 774. 369. 198. 75.;
80, 0. 742. 327. 195. 74.;
81, 0. 621. 248. 196. 493.;
82, 0. 531. 173. 203. 970.;
83, 0. 509. 157. 206. 970.;
84, 0. 500. 152. 211. 971.;
85, 0. 500. 152. 219. 969.;
86, 0. 500. 152. 211. 969.;
87, 0. 280. 103. 201. 969.;
88, 0. 263. 116. 193. 969.;
89, 0. 263. 116. 184. 969.;
90, 1. 263. 116. 176. 971.;
91, 0. 214. 102. 161. 971.;
92, 0. 195. 94. 155. 971.;
93, 0. 195. 94. 153. 971.;
94, 0. 419. 256. 152. 970.;
95, 0. 583. 349. 136. 969.;
96, 0. 659. 384. 133. 969.;
97, 0. 736. 396. 123. 969.;
98, 0. 790. 426. 116. 969.;
99, 0. 825. 457. 105. 969.;
100, 0. 825. 457. 103. 969.;
101, 0. 825. 457. 92. 969.;
102, 1. 825. 457. 82. 969.;
103, 0. 825. 457. 73. 970.;
104, 0. 825. 457. 71. 970.;
105, 0. 514. 305. 70. 970.;
106, 0. 514. 305. 68. 970.;
107, 0. 421. 219. 61. 969.;
108, 0. 312. 127. 57. 969.;
109, 0. 421. 192. 53. 969.;
110, 0. 421. 192. 53. 969.;
111, 0. 489. 217. 51. 969.;
112, 1. 488. 216. 47. 970.;
113, 1. 394. 176. 37. 970.;
114, 1. 394. 176. 37. 970.;
115, 0. 280. 117. 61. 969.;
116, 0. 280. 117. 77. 969.;
117, 0. 280. 117. 88. 969.;
118, 0. 280. 117. 97. 969.;
119, 0. 280. 117. 103. 969.;
120, 0. 280. 117. 107. 969.;
121, 0. 280. 117. 123. 969.;
122, 0. 280. 117. 132. 969.;
123, 0. 280. 117. 135. 971.;
124, 0. 280. 117. 138. 969.;
125, 0. 154. 86. 138. 969.;
126, 0. 154. 86. 137. 969.;
127, 0. 154. 86. 138. 969.;
128, 0. 344. 149. 141. 969.;
129, 0. 390. 172. 128. 969.;
130, 0. 460. 207. 135. 969.;
131, 0. 487. 217. 139. 969.;
132, 0. 481. 228. 131. 969.;
133, 0. 503. 236. 127. 969.;
134, 0. 427. 213. 112. 969.;
135, 0. 427. 213. 98. 969.;
136, 0. 427. 213. 90. 968.;
137, 0. 427. 213. 82. 933.;
138, 0. 427. 213. 78. 845.;
139, 0. 427. 213. 78. 740.;
140, 0. 427. 213. 78. 661.;
141, 0. 198. 119. 81. 603.;
142, 0. 198. 119. 79. 550.;
143, 0. 198. 119. 79. 502.;
144, 0. 198. 119. 82. 450.;
145, 0. 198. 119. 83. 410.;
146, 0. 458. 229. 86. 375.;
147, 0. 488. 233. 88. 330.;
148, 0. 494. 232. 89. 313.;
149, 0. 493. 231. 82. 272.;
150, 0. 486. 227. 83. 250.;
151, 0. 483. 223. 87. 226.;
152, 0. 371. 197. 86. 208.;
153, 0. 386. 199. 87. 191.;
154, 0. 332. 188. 87. 176.;
155, 0. 398. 186. 86. 161.;
156, 0. 459. 202. 86. 161.;
157, 0. 469. 206. 65. 134.;
158, 0. 469. 206. 66. 126.;
159, 0. 473. 210. 65. 122.;
160, 0. 488. 216. 55. 705.;
161, 0. 488. 216. 50. 970.;
162, 0. 488. 216. 42. 971.;
163, 1. 488. 216. 31. 971.;
164, 0. 488. 216. 21. 971.;
165, 0. 488. 216. 11. 970.;
166, 0. 312. 114. 11. 970.;
167, 0. 312. 114. 15. 970.;
168, 0. 312. 114. 22. 969.;
169, 0. 312. 114. 22. 969.;
170, 0. 288. 89. 24. 969.;
171, 0. 288. 89. 25. 969.;
172, 0. 288. 89. 28. 969.;
173, 0. 288. 89. 31. 969.;
174, 0. 271. 77. 36. 969.;
175, 0. 271. 77. 33. 969.;
176, 0. 271. 77. 47. 969.;
177, 0. 271. 77. 52. 969.;
178, 0. 271. 77. 49. 969.;
179, 0. 234. 54. 41. 969.;
180, 0. 234. 54. 33. 969.;
181, 0. 234. 54. 30. 969.;
182, 0. 234. 54. 26. 969.;
183, 0. 214. 54. 18. 969.;
184, 0. 214. 54. 15. 969.;
185, 0. 214. 54. 12. 969.;
186, 0. 214. 54. 12. 969.;
187, 1. 328. 120. 11. 969.;
188, 1. 427. 177. 8. 969.;
189, 1. 360. 153. 7. 969.;
190, 0. 411. 182. 7. 969.;
191, 0. 407. 182. 9. 935.;
192, 0. 504. 226. 9. 935.;
193, 0. 512. 229. 5. 717.;
194, 0. 483. 205. 8. 704.;
195, 0. 408. 181. 5. 574.;
196, 0. 491. 216. 7. 514.;
197, 0. 491. 216. 32. 970.;
198, 0. 491. 216. 41. 970.;
199, 0. 491. 216. 53. 970.;
200, 0. 491. 216. 63. 970.;
201, 0. 491. 216. 68. 970.;
202, 0. 491. 216. 77. 970.;
203, 0. 491. 216. 90. 970.;
204, 0. 347. 158. 89. 969.;
205, 0. 529. 259. 89. 969.;
206, 0. 588. 294. 89. 969.;
207, 0. 579. 275. 81. 969.;
208, 0. 641. 305. 76. 969.;
209, 0. 641. 305. 71. 969.;
210, 0. 422. 192. 77. 969.;
211, 1. 376. 166. 74. 969.;
212, 1. 376. 166. 83. 969.;
213, 0. 376. 166. 94. 969.;
214, 0. 376. 166. 98. 969.;
215, 0. 361. 158. 108. 969.;
216, 0. 314. 141. 112. 969.;
217, 0. 293. 136. 118. 969.;
218, 0. 293. 136. 121. 969.;
219, 0. 293. 136. 130. 969.;
220, 0. 293. 136. 138. 969.;
221, 0. 293. 136. 150. 969.;
222, 0. 293. 136. 159. 971.;
223, 0. 185. 102. 159. 971.;
224, 1. 193. 104. 152. 971.;
225, 0. 193. 104. 153. 969.;
226, 0. 193. 104. 163. 969.;
227, 0. 193. 104. 165. 969.;
228, 0. 137. 74. 152. 971.;
229, 0. 308. 119. 146. 971.;
230, 0. 332. 126. 98. 971.;
231, 0. 252. 99. 84. 970.;
